PID	%CPU	TimeStamp
2	0.0	2.099998
4	0.0	2.099998
5	0.0	2.099998
2	50.0	2.109998
4	50.0	2.109998
0	0.0	2.109998
1	0.0	2.109998
3	0.0	2.109998
5	0.0	2.109998
0	100.0	2.119998
1	50.0	2.119998
2	50.0	2.119998
3	50.0	2.119998
4	50.0	2.119998
5	50.0	2.119998
1	33.3	2.129998
3	33.3	2.129998
4	33.3	2.129998
5	33.3	2.129998
0	0.0	2.129998
2	0.0	2.129998
0	50.0	2.139998
1	0.0	2.139998
2	0.0	2.139998
3	0.0	2.139998
4	0.0	2.139998
5	0.0	2.139998
0	66.7	2.149998
2	66.7	2.149998
1	33.3	2.149998
3	33.3	2.149998
4	33.3	2.149998
5	33.3	2.149998
1	50.0	2.159998
4	50.0	2.159998
0	0.0	2.159998
2	0.0	2.159998
3	0.0	2.159998
5	0.0	2.159998
0	33.3	2.169998
1	33.3	2.169998
2	33.3	2.169998
3	33.3	2.169998
4	33.3	2.169998
5	33.3	2.169998
0	33.3	2.179998
1	33.3	2.179998
3	33.3	2.179998
4	33.3	2.179998
5	33.3	2.179998
2	0.0	2.179998
0	33.3	2.189998
2	33.3	2.189998
4	33.3	2.189998
5	33.3	2.189998
1	0.0	2.189998
3	0.0	2.189998
1	100.0	2.199998
0	100.0	2.199998
2	100.0	2.199998
3	100.0	2.199998
4	0.0	2.199998
5	0.0	2.199998
0	33.3	2.209998
1	33.3	2.209998
4	33.3	2.209998
5	33.3	2.209998
2	0.0	2.209998
3	0.0	2.209998
3	50.0	2.219998
4	50.0	2.219998
0	0.0	2.219998
1	0.0	2.219998
2	0.0	2.219998
5	0.0	2.219998
0	66.7	2.229998
1	33.3	2.229998
2	33.3	2.229998
3	33.3	2.229998
5	33.3	2.229998
4	0.0	2.229998
4	66.7	2.239998
0	33.3	2.239998
1	33.3	2.239998
2	33.3	2.239998
3	33.3	2.239998
5	33.3	2.239998
0	0.0	2.249998
1	0.0	2.249998
2	0.0	2.249998
3	0.0	2.249998
4	0.0	2.249998
5	0.0	2.249998
0	33.3	2.259998
1	33.3	2.259998
2	33.3	2.259998
3	33.3	2.259998
4	33.3	2.259998
5	33.3	2.259998
0	50.0	2.269998
1	50.0	2.269998
2	50.0	2.269998
4	50.0	2.269998
5	50.0	2.269998
3	0.0	2.269998
0	33.3	2.279998
1	33.3	2.279998
3	33.3	2.279998
4	33.3	2.279998
2	0.0	2.279998
5	0.0	2.279998
1	50.0	2.289998
2	50.0	2.289998
4	50.0	2.289998
5	50.0	2.289998
0	0.0	2.289998
3	0.0	2.289998
0	50.0	2.299998
2	50.0	2.299998
3	50.0	2.299998
4	50.0	2.299998
1	0.0	2.299998
5	0.0	2.299998
0	33.3	2.309998
1	33.3	2.309998
2	33.3	2.309998
3	33.3	2.309998
4	33.3	2.309998
5	33.3	2.309998
0	33.3	2.319998
1	33.3	2.319998
3	33.3	2.319998
4	33.3	2.319998
5	33.3	2.319998
2	0.0	2.319998
0	50.0	2.329998
1	50.0	2.329998
2	50.0	2.329998
3	0.0	2.329998
4	0.0	2.329998
5	0.0	2.329998
0	50.0	2.339998
1	50.0	2.339998
3	50.0	2.339998
4	50.0	2.339998
2	0.0	2.339998
5	0.0	2.339998
2	33.3	2.349998
4	33.3	2.349998
5	33.3	2.349998
0	0.0	2.349998
1	0.0	2.349998
3	0.0	2.349998
0	33.3	2.359998
1	33.3	2.359998
3	33.3	2.359998
5	33.3	2.359998
2	0.0	2.359998
4	0.0	2.359998
1	50.0	2.369998
2	50.0	2.369998
4	50.0	2.369998
0	0.0	2.369998
3	0.0	2.369998
5	0.0	2.369998
0	66.7	2.379998
1	33.3	2.379998
3	33.3	2.379998
4	33.3	2.379998
5	33.3	2.379998
2	0.0	2.379998
1	50.0	2.389998
2	50.0	2.389998
3	50.0	2.389998
4	50.0	2.389998
5	50.0	2.389998
0	0.0	2.389998
0	50.0	2.399998
4	50.0	2.399998
1	0.0	2.399998
2	0.0	2.399998
3	0.0	2.399998
5	0.0	2.399998
0	50.0	2.409998
1	25.0	2.409998
2	25.0	2.409998
3	25.0	2.409998
4	25.0	2.409998
5	25.0	2.409998
1	50.0	2.419998
2	50.0	2.419998
0	0.0	2.419998
3	0.0	2.419998
4	0.0	2.419998
5	0.0	2.419998
4	66.7	2.429998
0	33.3	2.429998
1	33.3	2.429998
2	33.3	2.429998
3	33.3	2.429998
5	33.3	2.429998
0	50.0	2.439998
1	50.0	2.439998
3	50.0	2.439998
2	0.0	2.439998
4	0.0	2.439998
5	0.0	2.439998
5	100.0	2.449998
1	50.0	2.449998
2	50.0	2.449998
4	50.0	2.449998
0	0.0	2.449998
3	0.0	2.449998
0	33.3	2.459998
1	33.3	2.459998
2	33.3	2.459998
3	33.3	2.459998
4	33.3	2.459998
5	0.0	2.459998
0	66.7	2.469998
1	33.3	2.469998
2	33.3	2.469998
4	33.3	2.469998
5	33.3	2.469998
3	0.0	2.469998
1	50.0	2.479998
2	50.0	2.479998
3	50.0	2.479998
4	50.0	2.479998
5	50.0	2.479998
0	0.0	2.479998
0	33.3	2.489998
3	33.3	2.489998
4	33.3	2.489998
1	0.0	2.489998
2	0.0	2.489998
5	0.0	2.489998
1	100.0	2.499998
0	50.0	2.499998
2	50.0	2.499998
4	50.0	2.499998
5	50.0	2.499998
3	0.0	2.499998
0	33.3	2.509998
3	33.3	2.509998
4	33.3	2.509998
5	33.3	2.509998
1	0.0	2.509998
2	0.0	2.509998
1	50.0	2.519998
2	50.0	2.519998
3	50.0	2.519998
4	50.0	2.519998
0	0.0	2.519998
5	0.0	2.519998
0	50.0	2.529998
1	50.0	2.529998
5	50.0	2.529998
2	0.0	2.529998
3	0.0	2.529998
4	0.0	2.529998
0	100.0	2.539998
1	50.0	2.539998
2	50.0	2.539998
3	50.0	2.539998
4	50.0	2.539998
5	50.0	2.539998
0	25.0	2.549998
2	25.0	2.549998
1	0.0	2.549998
3	0.0	2.549998
4	0.0	2.549998
5	0.0	2.549998
1	50.0	2.559998
3	50.0	2.559998
4	50.0	2.559998
5	50.0	2.559998
0	0.0	2.559998
2	0.0	2.559998
0	33.3	2.569998
1	33.3	2.569998
2	33.3	2.569998
3	33.3	2.569998
4	33.3	2.569998
5	0.0	2.569998
0	50.0	2.579998
1	50.0	2.579998
4	50.0	2.579998
5	50.0	2.579998
2	0.0	2.579998
3	0.0	2.579998
0	33.3	2.589998
2	33.3	2.589998
3	33.3	2.589998
4	33.3	2.589998
5	33.3	2.589998
1	0.0	2.589998
1	50.0	2.599998
2	50.0	2.599998
3	50.0	2.599998
4	50.0	2.599998
0	0.0	2.599998
5	0.0	2.599998
1	50.0	2.609998
0	25.0	2.609998
3	25.0	2.609998
5	25.0	2.609998
2	0.0	2.609998
4	0.0	2.609998
4	100.0	2.619998
0	50.0	2.619998
2	50.0	2.619998
1	0.0	2.619998
3	0.0	2.619998
5	0.0	2.619998
0	50.0	2.629998
1	50.0	2.629998
3	50.0	2.629998
5	50.0	2.629998
2	0.0	2.629998
4	0.0	2.629998
0	50.0	2.639998
1	50.0	2.639998
2	50.0	2.639998
4	50.0	2.639998
3	0.0	2.639998
5	0.0	2.639998
4	50.0	2.649998
0	25.0	2.649998
1	25.0	2.649998
2	25.0	2.649998
3	25.0	2.649998
5	25.0	2.649998
2	50.0	2.659998
0	0.0	2.659998
1	0.0	2.659998
3	0.0	2.659998
4	0.0	2.659998
5	0.0	2.659998
0	100.0	2.669998
1	50.0	2.669998
3	50.0	2.669998
4	50.0	2.669998
5	50.0	2.669998
2	0.0	2.669998
1	33.3	2.679998
2	33.3	2.679998
3	33.3	2.679998
4	33.3	2.679998
5	33.3	2.679998
0	0.0	2.679998
0	50.0	2.689998
1	50.0	2.689998
4	50.0	2.689998
5	50.0	2.689998
2	0.0	2.689998
3	0.0	2.689998
0	33.3	2.699998
1	33.3	2.699998
2	33.3	2.699998
3	33.3	2.699998
4	0.0	2.699998
5	0.0	2.699998
4	66.7	2.709998
0	33.3	2.709998
1	33.3	2.709998
2	33.3	2.709998
3	33.3	2.709998
5	33.3	2.709998
1	50.0	2.719998
2	50.0	2.719998
0	0.0	2.719998
3	0.0	2.719998
4	0.0	2.719998
5	0.0	2.719998
0	33.3	2.729998
3	33.3	2.729998
4	33.3	2.729998
5	33.3	2.729998
1	0.0	2.729998
2	0.0	2.729998
0	100.0	2.739998
1	100.0	2.739998
2	100.0	2.739998
4	100.0	2.739998
5	100.0	2.739998
3	0.0	2.739998
0	33.3	2.749998
1	33.3	2.749998
3	33.3	2.749998
4	33.3	2.749998
2	0.0	2.749998
5	0.0	2.749998
0	50.0	2.759998
1	50.0	2.759998
2	50.0	2.759998
3	50.0	2.759998
4	50.0	2.759998
5	50.0	2.759998
2	33.3	2.769998
0	0.0	2.769998
1	0.0	2.769998
3	0.0	2.769998
4	0.0	2.769998
5	0.0	2.769998
0	33.3	2.779998
1	33.3	2.779998
3	33.3	2.779998
4	33.3	2.779998
5	33.3	2.779998
2	0.0	2.779998
0	50.0	2.789998
1	50.0	2.789998
3	50.0	2.789998
4	50.0	2.789998
5	50.0	2.789998
2	0.0	2.789998
0	50.0	2.799998
1	50.0	2.799998
2	50.0	2.799998
5	50.0	2.799998
3	0.0	2.799998
4	0.0	2.799998
0	66.7	2.809998
4	66.7	2.809998
1	33.3	2.809998
2	33.3	2.809998
3	33.3	2.809998
5	0.0	2.809998
5	33.3	2.819998
0	0.0	2.819998
1	0.0	2.819998
2	0.0	2.819998
3	0.0	2.819998
4	0.0	2.819998
0	33.3	2.829998
1	33.3	2.829998
2	33.3	2.829998
3	33.3	2.829998
4	33.3	2.829998
5	0.0	2.829998
1	100.0	2.839998
3	50.0	2.839998
4	50.0	2.839998
5	50.0	2.839998
0	0.0	2.839998
2	0.0	2.839998
0	50.0	2.849998
2	50.0	2.849998
4	50.0	2.849998
1	0.0	2.849998
3	0.0	2.849998
5	0.0	2.849998
0	33.3	2.859998
1	33.3	2.859998
3	33.3	2.859998
4	33.3	2.859998
5	33.3	2.859998
2	0.0	2.859998
2	50.0	2.869998
0	0.0	2.869998
1	0.0	2.869998
3	0.0	2.869998
4	0.0	2.869998
5	0.0	2.869998
0	33.3	2.879998
1	33.3	2.879998
2	33.3	2.879998
3	33.3	2.879998
4	33.3	2.879998
5	33.3	2.879998
0	66.7	2.889998
1	33.3	2.889998
2	33.3	2.889998
3	33.3	2.889998
4	33.3	2.889998
5	33.3	2.889998
0	50.0	2.899998
1	50.0	2.899998
2	0.0	2.899998
3	0.0	2.899998
4	0.0	2.899998
5	0.0	2.899998
1	50.0	2.909998
3	50.0	2.909998
4	50.0	2.909998
5	50.0	2.909998
0	0.0	2.909998
2	0.0	2.909998
0	33.3	2.919998
1	33.3	2.919998
2	33.3	2.919998
4	33.3	2.919998
3	0.0	2.919998
5	0.0	2.919998
0	50.0	2.929998
1	50.0	2.929998
2	50.0	2.929998
3	50.0	2.929998
4	50.0	2.929998
5	50.0	2.929998
0	33.3	2.939998
2	33.3	2.939998
3	33.3	2.939998
4	33.3	2.939998
5	33.3	2.939998
1	0.0	2.939998
1	50.0	2.949998
4	50.0	2.949998
0	0.0	2.949998
2	0.0	2.949998
3	0.0	2.949998
5	0.0	2.949998
0	33.3	2.959998
1	33.3	2.959998
2	33.3	2.959998
3	33.3	2.959998
4	33.3	2.959998
5	33.3	2.959998
0	50.0	2.969998
1	50.0	2.969998
4	50.0	2.969998
5	50.0	2.969998
2	0.0	2.969998
3	0.0	2.969998
1	33.3	2.979998
2	33.3	2.979998
3	33.3	2.979998
0	0.0	2.979998
4	0.0	2.979998
5	0.0	2.979998
0	50.0	2.989998
2	50.0	2.989998
4	50.0	2.989998
5	50.0	2.989998
1	0.0	2.989998
3	0.0	2.989998
1	100.0	2.999998
0	50.0	2.999998
3	50.0	2.999998
2	0.0	2.999998
4	0.0	2.999998
5	0.0	2.999998
